"backers_count","blurb","categoryId","categoryName","categorySlug","converted_pledged_amount","country","country_displayable_name","created_at","created_at_formatted","creatorAvatar","creatorId","creatorName","creatorUrl","currency","currency_symbol","currency_trailing_code","current_currency","deadline","description","disable_communication","fx_rate","goal","id","is_starrable","launched_at","launched_at_formatted","link","locationId","locationName","name","photo","pledged","pubDate","slug","spotlight","staff_pick","state","state_changed_at","static_usd_rate","title","url","usd_exchange_rate","usd_pledged","usd_type"
"4","Enhanced Fitness & Control, Propelling  YOU!","337","Gadgets","technology/gadgets","109","US","the United States","1571090336","Mon, 14 Oct 2019 21:58:56 +0000","https://ksr-ugc.imgix.net/assets/026/839/608/6c7a630a79c6a17d9a0a08f4db164b03_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1571106940&auto=format&frame=1&q=92&s=73f73e15fcd8fc6bfcc30140f8daad2d","2118239060","TerraSurfer, The Dolbergs","https://www.kickstarter.com/profile/terrasurfer","USD","$","true","USD","1575093540","Enhanced Fitness & Control, Propelling  YOU!","false","1","9000","1934888867","false","1572330215","Tue, 29 Oct 2019 06:23:35 +0000","https://www.kickstarter.com/projects/terrasurfer/1balanced-your-portable-engaging-and-enjoyable-balance?ref=discovery_newest","2391446","Des Moines, IA","1balanced - Your Portable, Engaging Balance Board!",,"109","Tue, 29 Oct 2019 06:23:35 +0000","1balanced-your-portable-engaging-and-enjoyable-balance","false","false","failed","1575093540","1","1balanced - Your Portable, Engaging Balance Board!","https://www.kickstarter.com/projects/terrasurfer/1balanced-your-portable-engaging-and-enjoyable-balance?ref=discovery_newest","1","109.0","domestic"
"58","Track your family, claim tax deductions, split costs, manage expenses, avoid parking tickets & create a trip diary using this charger","337","Gadgets","technology/gadgets","2137","US","the United States","1538055713","Thu, 27 Sep 2018 13:41:53 +0000","https://ksr-ugc.imgix.net/assets/026/943/083/96c67e638c8b503462aebf60c6c750a6_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1571785819&auto=format&frame=1&q=92&s=0b347e5e9c4e925df4023fc63c9cd5a1","63361163","TripDongle","https://www.kickstarter.com/profile/tripdongle","USD","$","true","USD","1575730834","Track your family, claim tax deductions, split costs, manage expenses, avoid parking tickets & create a trip diary using this charger","false","1","15000","557417145","false","1572271234","Mon, 28 Oct 2019 14:00:34 +0000","https://www.kickstarter.com/projects/tripdongle/tripdongle-your-personal-driving-assistant?ref=discovery_newest","2488042","San Jose, CA","TripDongle: Analyze, track and share your trip data",,"2137","Mon, 28 Oct 2019 14:00:34 +0000","tripdongle-your-personal-driving-assistant","false","false","failed","1575730837","1","TripDongle: Analyze, track and share your trip data","https://www.kickstarter.com/projects/tripdongle/tripdongle-your-personal-driving-assistant?ref=discovery_newest","1","2137.0","domestic"
"2","Je compte crée une machine de 40 cm par 40 cm qui découpe et plie les petit bout de papier pour les origami 3D automatiquement .","337","Gadgets","technology/gadgets","2","FR","France","1571397400","Fri, 18 Oct 2019 11:16:40 +0000","https://ksr-ugc.imgix.net/assets/026/949/287/29205a90489fd7b7bb330a9c56f24864_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1571836301&auto=format&frame=1&q=92&s=8b0d52bd0a79d0852536418dd0398624","270972252","Nini da Silva","https://www.kickstarter.com/profile/origami3d","EUR","€","false","USD","1575490708","Je compte crée une machine de 40 cm par 40 cm qui découpe et plie les petit bout de papier pour les origami 3D automatiquement .","false","1.17203066","24700","241173353","false","1572031108","Fri, 25 Oct 2019 19:18:28 +0000","https://www.kickstarter.com/projects/origami3d/o3d?ref=discovery_newest","12638064","Rouen, France","O3D",,"2","Fri, 25 Oct 2019 19:18:28 +0000","o3d","false","false","failed","1575490708","1.11370977","O3D","https://www.kickstarter.com/projects/origami3d/o3d?ref=discovery_newest","1.10751906","2.22741954","domestic"
"6","A pie shaped erasable creative board for play groups, schools, & your home.","337","Gadgets","technology/gadgets","237","US","the United States","1568260201","Thu, 12 Sep 2019 03:50:01 +0000","https://ksr-ugc.imgix.net/assets/023/928/372/6a7a0494e694cd3d0bb46f87bd6eae4a_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1621944874&auto=format&frame=1&q=92&s=fb30bc76c16e78fcc4dfffcb0d3574b6","92670069","Emperor Promos, Inc.","https://www.kickstarter.com/profile/creativpie-board","USD","$","true","USD","1574585384","A pie shaped erasable creative board for play groups, schools, & your home.","false","1","1000","372507934","false","1571989784","Fri, 25 Oct 2019 07:49:44 +0000","https://www.kickstarter.com/projects/creativpie-board/creativpie-create-erase-repeat?ref=discovery_newest","2443349","Lynchburg, VA","CreativPie :: Create, Erase, Repeat.",,"237","Fri, 25 Oct 2019 07:49:44 +0000","creativpie-create-erase-repeat","false","false","failed","1574585384","1","CreativPie :: Create, Erase, Repeat.","https://www.kickstarter.com/projects/creativpie-board/creativpie-create-erase-repeat?ref=discovery_newest","1","237.0","domestic"
"143","SwingShot is a handheld clay pigeon thrower unlike any other. It is much easier to use and can throw 1,2, or 3 clays perfectly.","337","Gadgets","technology/gadgets","4655","US","the United States","1571322701","Thu, 17 Oct 2019 14:31:41 +0000","https://ksr-ugc.imgix.net/assets/026/927/936/83cc42e550e540905d33365f9d580450_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1571691713&auto=format&frame=1&q=92&s=5aa817eb1b3a6c9cdf0cbf5db3dd7c08","2114342531","Jeff Tingey","https://www.kickstarter.com/profile/swingshot","USD","$","true","USD","1575824084","SwingShot is a handheld clay pigeon thrower unlike any other. It is much easier to use and can throw 1,2, or 3 clays perfectly.","false","1","7500","330359210","false","1571932484","Thu, 24 Oct 2019 15:54:44 +0000","https://www.kickstarter.com/projects/swingshot/swingshot-clay-pigeon-thrower?ref=discovery_newest","2426440","Idaho Falls, ID","SwingShot Clay Pigeon Thrower",,"4655","Thu, 24 Oct 2019 15:54:44 +0000","swingshot-clay-pigeon-thrower","false","false","failed","1575824084","1","SwingShot Clay Pigeon Thrower","https://www.kickstarter.com/projects/swingshot/swingshot-clay-pigeon-thrower?ref=discovery_newest","1","4655.0","domestic"
"15","A vacuum sealing food storage container","337","Gadgets","technology/gadgets","1412","US","the United States","1567116318","Thu, 29 Aug 2019 22:05:18 +0000","https://ksr-ugc.imgix.net/assets/026/335/503/9545f687bc32051a71f9fa863e0c685c_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1571772613&auto=format&frame=1&q=92&s=72282d52c74eca0b7ae4764b597e14fe","1188577318","4AJ Trading Inc.","https://www.kickstarter.com/profile/petfresh","USD","$","true","USD","1574370705","A vacuum sealing food storage container","false","1","10000","847742675","false","1571775105","Tue, 22 Oct 2019 20:11:45 +0000","https://www.kickstarter.com/projects/petfresh/petfresh?ref=discovery_newest","2442047","Los Angeles, CA","PetFresh",,"1412","Tue, 22 Oct 2019 20:11:45 +0000","petfresh","false","false","failed","1574370705","1","PetFresh","https://www.kickstarter.com/projects/petfresh/petfresh?ref=discovery_newest","1","1412.0","domestic"
"2","A  small handheld keychain tracker that is run off a cell service so it has unlimited range and can ring","337","Gadgets","technology/gadgets","2","US","the United States","1571087423","Mon, 14 Oct 2019 21:10:23 +0000","https://ksr-ugc.imgix.net/assets/026/863/453/c6aa4bd93cfaccceca0c78029016f861_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1571235563&auto=format&frame=1&q=92&s=1d534d59200e889f15e276fcd89be289","729898572","Yehuda michaels","https://www.kickstarter.com/profile/keychaintracker","USD","$","true","USD","1576878897","A  small handheld keychain tracker that is run off a cell service so it has unlimited range and can ring","false","1","650000","701106676","false","1571691297","Mon, 21 Oct 2019 20:54:57 +0000","https://www.kickstarter.com/projects/keychaintracker/small-handheld-keychain-tracker?ref=discovery_newest","2459115","New York, NY","Small handheld keychain tracker",,"2","Mon, 21 Oct 2019 20:54:57 +0000","small-handheld-keychain-tracker","false","false","failed","1576878897","1","Small handheld keychain tracker","https://www.kickstarter.com/projects/keychaintracker/small-handheld-keychain-tracker?ref=discovery_newest","1","2.0","domestic"
"49","To enjoy a meaningful leisure time with your LEGO® kid, Meet MODI Makers!","337","Gadgets","technology/gadgets","16862","US","the United States","1571245265","Wed, 16 Oct 2019 17:01:05 +0000","https://ksr-ugc.imgix.net/assets/012/847/092/b5635947a2ad9eb1833a57e0c492be0f_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569844789&auto=format&frame=1&q=92&s=c6f5adad7fd7ee4d845cc2f113e2114c","1744087854","Luxrobo","https://www.kickstarter.com/profile/luxrobo","USD","$","true","USD","1575558044","To enjoy a meaningful leisure time with your LEGO® kid, Meet MODI Makers!","false","1","30000","753924642","false","1571666444","Mon, 21 Oct 2019 14:00:44 +0000","https://www.kickstarter.com/projects/luxrobo/modi-makers-kit-smart-diy-kit-to-animate-brick-toys?ref=discovery_newest","1132599","Seoul, South Korea","MODI Makers Kit - Smart Coding Toy for Your LEGO® kid.",,"16862","Mon, 21 Oct 2019 14:00:44 +0000","modi-makers-kit-smart-diy-kit-to-animate-brick-toys","false","false","failed","1575558045","1","MODI Makers Kit - Smart Coding Toy for Your LEGO® kid.","https://www.kickstarter.com/projects/luxrobo/modi-makers-kit-smart-diy-kit-to-animate-brick-toys?ref=discovery_newest","1","16862.0","domestic"
"25","A map that shows the geo-locations of where your data is coming and going.","337","Gadgets","technology/gadgets","1453","US","the United States","1551144290","Tue, 26 Feb 2019 01:24:50 +0000","https://ksr-ugc.imgix.net/assets/022/425/656/b20e08e0387684d59ea9be8968295ffe_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1535924259&auto=format&frame=1&q=92&s=06b1e00620c34c4878f5069e18619ead","1279018752","Dara Emami","https://www.kickstarter.com/profile/emamidara","USD","$","true","USD","1573874417","A map that shows the geo-locations of where your data is coming and going.","false","1","20000","694309450","false","1571278817","Thu, 17 Oct 2019 02:20:17 +0000","https://www.kickstarter.com/projects/emamidara/packet-map?ref=discovery_newest","2460389","Norfolk, VA","Packet Map",,"1453","Thu, 17 Oct 2019 02:20:17 +0000","packet-map","false","false","failed","1573874417","1","Packet Map","https://www.kickstarter.com/projects/emamidara/packet-map?ref=discovery_newest","1","1453.0","domestic"
"2","Developing new emergency light setups for first responders, making lights more visable to be seen farther away.","337","Gadgets","technology/gadgets","101","US","the United States","1571104099","Tue, 15 Oct 2019 01:48:19 +0000","https://ksr-ugc.imgix.net/assets/026/839/427/c478d6434b57325af71e2c08863dfc97_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1571105525&auto=format&frame=1&q=92&s=07c4b882c231396f32d1aeae86d65516","1603482349","Nicholas Vanderwarker","https://www.kickstarter.com/profile/1603482349","USD","$","true","USD","1572498000","Developing new emergency light setups for first responders, making lights more visable to be seen farther away.","false","1","14000","1565201495","false","1571248893","Wed, 16 Oct 2019 18:01:33 +0000","https://www.kickstarter.com/projects/1603482349/project-light-up?ref=discovery_newest","2477769","Queensbury, NY","Project Light Up",,"101","Wed, 16 Oct 2019 18:01:33 +0000","project-light-up","false","false","failed","1572498000","1","Project Light Up","https://www.kickstarter.com/projects/1603482349/project-light-up?ref=discovery_newest","1","101.0","domestic"
"19","A clean, efficient, solar-tracking energy generation system designed for the RV and mobile lifestyle enthusiast.","337","Gadgets","technology/gadgets","7199","US","the United States","1568729801","Tue, 17 Sep 2019 14:16:41 +0000","https://ksr-ugc.imgix.net/assets/026/606/815/d380cf174787009a058a12e3ecf33a0c_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569429833&auto=format&frame=1&q=92&s=e0e8fce58f359e05326ba1daf621ee7b","276960611","Lael King","https://www.kickstarter.com/profile/inventorking","USD","$","true","USD","1576423759","A clean, efficient, solar-tracking energy generation system designed for the RV and mobile lifestyle enthusiast.","false","1","200000","1413914751","false","1571236159","Wed, 16 Oct 2019 14:29:19 +0000","https://www.kickstarter.com/projects/inventorking/king-helios-a-solar-tracking-generator?ref=discovery_newest","2452078","Minneapolis, MN","KING Helios - A Solar-Tracking Generator",,"7199","Wed, 16 Oct 2019 14:29:19 +0000","king-helios-a-solar-tracking-generator","false","false","failed","1576423759","1","KING Helios - A Solar-Tracking Generator","https://www.kickstarter.com/projects/inventorking/king-helios-a-solar-tracking-generator?ref=discovery_newest","1","7199.0","international"
"81","Customizable Colors, Brightness, Duration and Motion Sensor Distance to Fit Any Lifestyle.","337","Gadgets","technology/gadgets","11227","US","the United States","1553283650","Fri, 22 Mar 2019 19:40:50 +0000","https://ksr-ugc.imgix.net/assets/024/279/291/3635a000ca7febda3f4f77ec34bb0761_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569903690&auto=format&frame=1&q=92&s=0a8e6d3dee5066202b03890fe4f50697","281971674","Illumimates","https://www.kickstarter.com/profile/illumimates","USD","$","true","USD","1574182820","Customizable Colors, Brightness, Duration and Motion Sensor Distance to Fit Any Lifestyle.","false","1","100000","1520786316","false","1571155220","Tue, 15 Oct 2019 16:00:20 +0000","https://www.kickstarter.com/projects/illumimates/bright-lock-high-tech-illuminated-doorknob?ref=discovery_newest","2361993","Belleville, IL","Bright Lock - High Tech Illuminated Doorknob",,"11227","Tue, 15 Oct 2019 16:00:20 +0000","bright-lock-high-tech-illuminated-doorknob","false","false","failed","1574182820","1","Bright Lock - High Tech Illuminated Doorknob","https://www.kickstarter.com/projects/illumimates/bright-lock-high-tech-illuminated-doorknob?ref=discovery_newest","1","11227.0","international"
"34","Oriori Ball 2  smart somatosensory squeeze ball,game-style exercise makes everyone addicted to sports and fight against the mouse hand","337","Gadgets","technology/gadgets","1765","HK","Hong Kong","1569494549","Thu, 26 Sep 2019 10:42:29 +0000","https://ksr-ugc.imgix.net/assets/026/647/037/5117bd94551f3dd96938c0de47b482e9_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1593851657&auto=format&frame=1&q=92&s=1001a0ce51131c334399bc6edcfb67b0","1821735596","Oriori Ball 2","https://www.kickstarter.com/profile/oriori","HKD","$","true","USD","1575026713","Oriori Ball 2  smart somatosensory squeeze ball,game-style exercise makes everyone addicted to sports and fight against the mouse hand","false","0.12837951","20000","157967752","false","1571048713","Mon, 14 Oct 2019 10:25:13 +0000","https://www.kickstarter.com/projects/oriori/an-egg-sized-smart-squeeze-sport-motion-gaming-ball?ref=discovery_newest","2459115","New York, NY","A smart sensor squeeze ball that can exercise and play games",,"13822","Mon, 14 Oct 2019 10:25:13 +0000","an-egg-sized-smart-squeeze-sport-motion-gaming-ball","false","false","failed","1575026713","0.1274928","A smart sensor squeeze ball that can exercise and play games","https://www.kickstarter.com/projects/oriori/an-egg-sized-smart-squeeze-sport-motion-gaming-ball?ref=discovery_newest","0.12776222","1762.2054816","international"
"8","A money saving toilet-tablet dispenser making your favorite tablets last longer in addition to saving lots of water with each flush!","337","Gadgets","technology/gadgets","157","US","the United States","1569979961","Wed, 02 Oct 2019 01:32:41 +0000","https://ksr-ugc.imgix.net/assets/026/699/567/904d68981e6791c7702d8b6b034be120_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1570069695&auto=format&frame=1&q=92&s=bcb82ccd0eef5766d1c134d82adf8f12","838332386","Peter Troost","https://www.kickstarter.com/profile/838332386","USD","$","true","USD","1573415095","A money saving toilet-tablet dispenser making your favorite tablets last longer in addition to saving lots of water with each flush!","false","1","37900","697201526","false","1570819495","Fri, 11 Oct 2019 18:44:55 +0000","https://www.kickstarter.com/projects/838332386/flushcup-the-smart-toilet-tablet-solution?ref=discovery_newest","2355942","Arlington, VA","FlushCup the smart toilet-tablet solution",,"157","Fri, 11 Oct 2019 18:44:55 +0000","flushcup-the-smart-toilet-tablet-solution","false","false","failed","1573415095","1","FlushCup the smart toilet-tablet solution","https://www.kickstarter.com/projects/838332386/flushcup-the-smart-toilet-tablet-solution?ref=discovery_newest","1","157.0","international"
"3","Create a safety device that will notify parents, emergency services, and the nearby public when a child has been left in their carseat.","337","Gadgets","technology/gadgets","151","US","the United States","1566243055","Mon, 19 Aug 2019 19:30:55 +0000","https://ksr-ugc.imgix.net/assets/008/776/942/31b11b53069776d4457612b184295bc7_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1566244503&auto=format&frame=1&q=92&s=1b0288fac3e690961b6a80dcb4d8b630","1946900493","Sarah ""The Awesome""","https://www.kickstarter.com/profile/sarahtheawesome","USD","$","true","USD","1573086946","Create a safety device that will notify parents, emergency services, and the nearby public when a child has been left in their carseat.","false","1","35000","1514713587","false","1570491346","Mon, 07 Oct 2019 23:35:46 +0000","https://www.kickstarter.com/projects/sarahtheawesome/forget-me-not-child-safety-device-phase-1?ref=discovery_newest","2407517","Fresno, CA","Forget-Me-Not: Child Safety Device (Phase 1)",,"151","Mon, 07 Oct 2019 23:35:46 +0000","forget-me-not-child-safety-device-phase-1","false","false","failed","1573086946","1","Forget-Me-Not: Child Safety Device (Phase 1)","https://www.kickstarter.com/projects/sarahtheawesome/forget-me-not-child-safety-device-phase-1?ref=discovery_newest","1","151.0","international"
"1","Recharging stations for the e-scooter community","337","Gadgets","technology/gadgets","1","US","the United States","1569358109","Tue, 24 Sep 2019 20:48:29 +0000","https://ksr-ugc.imgix.net/assets/026/595/555/f9d62a426ee169e0aae2e3c2557eab2c_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569360295&auto=format&frame=1&q=92&s=9dff2c7a659a8b94c18a7671f0a62e0b","1431367938","Brian Eagan","https://www.kickstarter.com/profile/gogetterla","USD","$","true","USD","1572560998","Recharging stations for the e-scooter community","false","1","5000","1614607825","false","1569968998","Tue, 01 Oct 2019 22:29:58 +0000","https://www.kickstarter.com/projects/gogetterla/gogetter-la?ref=discovery_newest","2442047","Los Angeles, CA","GoGetter LA",,"1","Tue, 01 Oct 2019 22:29:58 +0000","gogetter-la","false","false","failed","1572560998","1","GoGetter LA","https://www.kickstarter.com/projects/gogetterla/gogetter-la?ref=discovery_newest","1","1.0","international"
"3","Darrvin is an innovative e-bike design and build company, delivering exquisite hand-build precision and superior quality","337","Gadgets","technology/gadgets","1311","US","the United States","1564954953","Sun, 04 Aug 2019 21:42:33 +0000","https://ksr-ugc.imgix.net/assets/026/030/876/364df6582f7f9280511d9cb27c128a61_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1564956792&auto=format&frame=1&q=92&s=8f93011528766fd46541317724af5970","1879427807","The Darrvin Team","https://www.kickstarter.com/profile/darrvin","USD","$","true","USD","1575144504","Darrvin is an innovative e-bike design and build company, delivering exquisite hand-build precision and superior quality","false","1","30000","2135412474","false","1569956904","Tue, 01 Oct 2019 19:08:24 +0000","https://www.kickstarter.com/projects/darrvin/a-new-exciting-electric-bicycle-brand-in-north-america?ref=discovery_newest","2435619","Lakeview, OR","A NEW EXCITING ELECTRIC BICYCLE BRAND IN NORTH AMERICA",,"1311","Tue, 01 Oct 2019 19:08:24 +0000","a-new-exciting-electric-bicycle-brand-in-north-america","false","false","failed","1575144504","1","A NEW EXCITING ELECTRIC BICYCLE BRAND IN NORTH AMERICA","https://www.kickstarter.com/projects/darrvin/a-new-exciting-electric-bicycle-brand-in-north-america?ref=discovery_newest","1","1311.0","international"
"2","New IOT Water Lead Detection Technology","337","Gadgets","technology/gadgets","2","US","the United States","1563832050","Mon, 22 Jul 2019 21:47:30 +0000","https://ksr-ugc.imgix.net/assets/014/875/409/0aa540b7bee5adceaeb0bbe160d879e2_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1481671099&auto=format&frame=1&q=92&s=404898d2dc0900861c99c207a7614cdd","2059335591","Lawrence Lebeau","https://www.kickstarter.com/profile/beamready","USD","$","true","USD","1572541994","New IOT Water Lead Detection Technology","false","1","100000","359382087","false","1569949994","Tue, 01 Oct 2019 17:13:14 +0000","https://www.kickstarter.com/projects/beamready/smart-home-leak-and-lead-detection-system?ref=discovery_newest","2496395","South Jordan, UT","Smart Home Leak and Lead Detection System",,"2","Tue, 01 Oct 2019 17:13:14 +0000","smart-home-leak-and-lead-detection-system","false","false","failed","1572541994","1","Smart Home Leak and Lead Detection System","https://www.kickstarter.com/projects/beamready/smart-home-leak-and-lead-detection-system?ref=discovery_newest","1","2.0","international"
"7","Smartphone driven LED gadgets","337","Gadgets","technology/gadgets","566","US","the United States","1569027051","Sat, 21 Sep 2019 00:50:51 +0000","https://ksr-ugc.imgix.net/assets/026/593/231/d0737261b5fe95b001a0b0b12085d3e8_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569350064&auto=format&frame=1&q=92&s=4a88d22803e24391b812c07eea685a12","1712176419","Val","https://www.kickstarter.com/profile/val-kh","USD","$","true","USD","1573838617","Smartphone driven LED gadgets","false","1","250000","1465187074","false","1569947017","Tue, 01 Oct 2019 16:23:37 +0000","https://www.kickstarter.com/projects/val-kh/pixxy?ref=discovery_newest","2471217","Philadelphia, PA","Pixxy",,"566","Tue, 01 Oct 2019 16:23:37 +0000","pixxy","false","false","failed","1573838617","1","Pixxy","https://www.kickstarter.com/projects/val-kh/pixxy?ref=discovery_newest","1","566.0","international"
"109","Tactical flashlight built for everyday carry with a retention ring for quick deployment and 1000 lumens of powerful strobe deterrent.","337","Gadgets","technology/gadgets","15516","US","the United States","1563975385","Wed, 24 Jul 2019 13:36:25 +0000","https://ksr-ugc.imgix.net/assets/026/201/933/43800e3989b2243c7a6c9325b04c32d5_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1566326643&auto=format&frame=1&q=92&s=9f8c90e697a3b505b9972f5bc93d1cab","1958803728","Ladislao Mandiola","https://www.kickstarter.com/profile/mandioladefense","USD","$","true","USD","1574797531","Tactical flashlight built for everyday carry with a retention ring for quick deployment and 1000 lumens of powerful strobe deterrent.","false","1","35000","1252463922","false","1569609931","Fri, 27 Sep 2019 18:45:31 +0000","https://www.kickstarter.com/projects/mandioladefense/strobeforce-d-tac-750x-edc-self-defense-tactical-flashlight?ref=discovery_newest","2424766","Houston, TX","Strobeforce D-TAC 1000X EDC Self Defense Tactical Flashlight",,"15516","Fri, 27 Sep 2019 18:45:31 +0000","strobeforce-d-tac-750x-edc-self-defense-tactical-flashlight","false","false","failed","1574797531","1","Strobeforce D-TAC 1000X EDC Self Defense Tactical Flashlight","https://www.kickstarter.com/projects/mandioladefense/strobeforce-d-tac-750x-edc-self-defense-tactical-flashlight?ref=discovery_newest","1","15516.0","international"
"26","A compact and powerful magnetic wireless power bank for your daily charging needs.","337","Gadgets","technology/gadgets","794","CA","Canada","1568741567","Tue, 17 Sep 2019 17:32:47 +0000","https://ksr-ugc.imgix.net/assets/022/375/110/442dc44b1814d671e2e1d4ee4bd5b102_original.jpeg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1580505378&auto=format&frame=1&q=92&s=3176749d5c3d6ad4ab3f8b14d07fa3f6","2088096516","Santosh Patnala","https://www.kickstarter.com/profile/2088096516","CAD","$","true","USD","1572276080","A compact and powerful magnetic wireless power bank for your daily charging needs.","false","0.78291676","3500","544547512","false","1569597680","Fri, 27 Sep 2019 15:21:20 +0000","https://www.kickstarter.com/projects/2088096516/qiky-charger-mini?ref=discovery_newest","4118","Toronto, Canada","QIKY Charger (Mini)",,"1039.29","Fri, 27 Sep 2019 15:21:20 +0000","qiky-charger-mini","false","false","failed","1572276080","0.7544505","QIKY Charger (Mini)","https://www.kickstarter.com/projects/2088096516/qiky-charger-mini?ref=discovery_newest","0.76490728","784.092860145","international"
"1","A Gadget that will clean your shower/tub on its own!","337","Gadgets","technology/gadgets","1","US","the United States","1569346781","Tue, 24 Sep 2019 17:39:41 +0000","https://ksr-ugc.imgix.net/assets/026/556/780/af4bf60a65d67a984145b0c7ec81ab97_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569073278&auto=format&frame=1&q=92&s=86cdb5977891c9d6b912c6d9ecac9e5a","963714709","Dominique Davis","https://www.kickstarter.com/profile/theshowerbot","USD","$","true","USD","1572119329","A Gadget that will clean your shower/tub on its own!","false","1","40000","2121090197","false","1569527329","Thu, 26 Sep 2019 19:48:49 +0000","https://www.kickstarter.com/projects/theshowerbot/the-showerbot-0?ref=discovery_newest","2414469","Greensboro, NC","THE SHOWERBOT!",,"1","Thu, 26 Sep 2019 19:48:49 +0000","the-showerbot-0","false","false","failed","1572119330","1","THE SHOWERBOT!","https://www.kickstarter.com/projects/theshowerbot/the-showerbot-0?ref=discovery_newest","1","1.0","international"
"32","Made with love, Thinking on how you care for your Smartphone!","337","Gadgets","technology/gadgets","3119","DE","Germany","1568077376","Tue, 10 Sep 2019 01:02:56 +0000","https://ksr-ugc.imgix.net/assets/025/456/817/29a6d46bdb72fbddbe59af178f7c3a40_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1568235835&auto=format&frame=1&q=92&s=a18065554a8f61418b8fd11b9579a5c9","662629209","careGCcases","https://www.kickstarter.com/profile/caregccases","EUR","€","false","USD","1571669941","Made with love, Thinking on how you care for your Smartphone!","false","1.17203066","25500","792522303","false","1569509941","Thu, 26 Sep 2019 14:59:01 +0000","https://www.kickstarter.com/projects/caregccases/a-unique-smartphone-protection-case?ref=discovery_newest","656958","Hamburg, Germany","A Unique Smartphone Protection Case",,"2795","Thu, 26 Sep 2019 14:59:01 +0000","a-unique-smartphone-protection-case","false","false","failed","1571669942","1.1002371","A Unique Smartphone Protection Case","https://www.kickstarter.com/projects/caregccases/a-unique-smartphone-protection-case?ref=discovery_newest","1.11597552","3075.1626945","domestic"
"3","Our backpack keeps your smartphone and other devices charged through solar power or a back-up powerbank.","337","Gadgets","technology/gadgets","394","JP","Japan","1567180177","Fri, 30 Aug 2019 15:49:37 +0000","https://ksr-ugc.imgix.net/assets/026/308/628/edd2e5fd8909a46f0c3340121001b237_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1567561264&auto=format&frame=1&q=92&s=c84458f0eb22c260ff4c6ec2ebd5e6a1","668913597","Marco Di Maio","https://www.kickstarter.com/profile/solarbax","JPY","¥","false","USD","1573260787","Our backpack keeps your smartphone and other devices charged through solar power or a back-up powerbank.","false","0.00910181","50000","2072549273","false","1569369187","Tue, 24 Sep 2019 23:53:07 +0000","https://www.kickstarter.com/projects/solarbax/solarbax-stay-charged-anywhere-with-solar?ref=discovery_newest","1118370","Tokyo, Japan","SOLARBAX – Stay Charged Anywhere with Solar",,"43109","Tue, 24 Sep 2019 23:53:07 +0000","solarbax-stay-charged-anywhere-with-solar","false","false","failed","1573260787","0.00928453","SOLARBAX – Stay Charged Anywhere with Solar","https://www.kickstarter.com/projects/solarbax/solarbax-stay-charged-anywhere-with-solar?ref=discovery_newest","0.00915323","400.24680377","domestic"
"6","A new phone that doesn't fold but slides open, and can be used as a tablet.","337","Gadgets","technology/gadgets","10005","US","the United States","1569194051","Sun, 22 Sep 2019 23:14:11 +0000","https://ksr-ugc.imgix.net/assets/026/569/659/ddb3918ec24829d75761b988f952b40f_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1569199621&auto=format&frame=1&q=92&s=e1fcd5b01c23c29513c1d293e3b12f64","135274741","Lions International","https://www.kickstarter.com/profile/135274741","USD","$","true","USD","1574550283","A new phone that doesn't fold but slides open, and can be used as a tablet.","false","1","100000000","1556265752","false","1569362683","Tue, 24 Sep 2019 22:04:43 +0000","https://www.kickstarter.com/projects/135274741/eclipse-0?ref=discovery_newest","2486982","St. Louis, MO","Eclipse",,"10005","Tue, 24 Sep 2019 22:04:43 +0000","eclipse-0","false","false","failed","1574550283","1","Eclipse","https://www.kickstarter.com/projects/135274741/eclipse-0?ref=discovery_newest","1","10005.0","domestic"
